"LineKey","PrimaryKey","PointLoc","PointNbr","species","Height"
"231A","231A",5,5,"PG",24
"231A","231A",5,5,"AG",32
"231A","231A",5,5,"Forb",12
"231A","231A",9,9,"PG",32.5
"231A","231A",9,9,"AG",26
"231A","231A",9,9,"Forb",9
"231A","231A",13,13,"PG",41
"231A","231A",13,13,"AG",20
"231A","231A",13,13,"Forb",18
"231A","231A",17,17,"PG",24
"231A","231A",17,17,"AG",23
"231A","231A",17,17,"Forb",45
"231A","231A",21,21,"PG",20
"231A","231A",21,21,"AG",24
"231A","231A",21,21,"Forb",19
"231A","231A",25,25,"PG",34
"231A","231A",25,25,"AG",33
"231A","231A",25,25,"Forb",33
"231A","231A",29,29,"PG",30.5
"231A","231A",29,29,"AG",17
"231A","231A",29,29,"Forb",12.5
"231G","231G",1,1,"PG",23
"231G","231G",1,1,"AG",21
"231G","231G",1,1,"Forb",46
"231G","231G",5,5,"PG",24
"231G","231G",5,5,"AG",24
"231G","231G",5,5,"Forb",14
"231G","231G",9,9,"PG",16
"231G","231G",9,9,"AG",23
"231G","231G",9,9,"Forb",36
"231G","231G",13,13,"PG",17
"231G","231G",13,13,"AG",21
"231G","231G",13,13,"Forb",51.5
"231G","231G",17,17,"PG",24
"231G","231G",17,17,"AG",10
"231G","231G",17,17,"Forb",12
"231G","231G",21,21,"PG",23
"231G","231G",21,21,"AG",11
"231G","231G",21,21,"Forb",6
"231G","231G",25,25,"PG",26.5
"231G","231G",25,25,"AG",19.5
"231G","231G",25,25,"Forb",7
"231G","231G",29,29,"PG",26
"231G","231G",29,29,"AG",23.5
"231G","231G",29,29,"Forb",22
"232A","232A",1,1,"PG",43
"232A","232A",1,1,"AG",25
"232A","232A",1,1,"Forb",0
"232A","232A",5,5,"PG",52
"232A","232A",5,5,"AG",28
"232A","232A",5,5,"Forb",6
"232A","232A",9,9,"PG",50
"232A","232A",9,9,"AG",28
"232A","232A",9,9,"Forb",5
"232A","232A",13,13,"PG",47
"232A","232A",13,13,"AG",23
"232A","232A",13,13,"Forb",0
"232A","232A",17,17,"PG",34
"232A","232A",17,17,"AG",39
"232A","232A",17,17,"Forb",24
"232A","232A",21,21,"PG",29
"232A","232A",21,21,"AG",35
"232A","232A",21,21,"Forb",25
"232A","232A",25,25,"PG",30
"232A","232A",25,25,"AG",32
"232A","232A",25,25,"Forb",26.5
"232A","232A",29,29,"PG",45
"232A","232A",29,29,"AG",0
"232A","232A",29,29,"Forb",14
"232G","232G",1,1,"PG",12
"232G","232G",1,1,"AG",32
"232G","232G",1,1,"Forb",33
"232G","232G",5,5,"PG",26
"232G","232G",5,5,"AG",29
"232G","232G",5,5,"Forb",26
"232G","232G",9,9,"PG",27
"232G","232G",9,9,"AG",31.5
"232G","232G",9,9,"Forb",25
"232G","232G",13,13,"PG",66.5
"232G","232G",13,13,"AG",29.5
"232G","232G",13,13,"Forb",26
"232G","232G",17,17,"PG",24
"232G","232G",17,17,"AG",27
"232G","232G",17,17,"Forb",34
"232G","232G",21,21,"PG",66
"232G","232G",21,21,"AG",42.5
"232G","232G",21,21,"Forb",19
"232G","232G",25,25,"PG",33.5
"232G","232G",25,25,"AG",29
"232G","232G",25,25,"Forb",38
"232G","232G",29,29,"PG",35
"232G","232G",29,29,"AG",31
"232G","232G",29,29,"Forb",15
"233A","233A",1,1,"PG",33
"233A","233A",1,1,"AG",39
"233A","233A",1,1,"Forb",47.5
"233A","233A",5,5,"PG",51.5
"233A","233A",5,5,"AG",33
"233A","233A",5,5,"Forb",14
"233A","233A",9,9,"PG",37
"233A","233A",9,9,"AG",30
"233A","233A",9,9,"Forb",32
"233A","233A",13,13,"PG",34
"233A","233A",13,13,"AG",32.5
"233A","233A",13,13,"Forb",34.5
"233A","233A",17,17,"PG",30
"233A","233A",17,17,"AG",31
"233A","233A",17,17,"Forb",32
"233A","233A",21,21,"PG",41
"233A","233A",21,21,"AG",27
"233A","233A",21,21,"Forb",22
"233A","233A",25,25,"PG",47
"233A","233A",25,25,"AG",23
"233A","233A",25,25,"Forb",29
"233A","233A",29,29,"PG",45
"233A","233A",29,29,"AG",42
"233A","233A",29,29,"Forb",53.5
"233G","233G",1,1,"PG",30.5
"233G","233G",1,1,"AG",34.5
"233G","233G",1,1,"Forb",65
"233G","233G",5,5,"PG",41
"233G","233G",5,5,"AG",26
"233G","233G",5,5,"Forb",28
"233G","233G",9,9,"PG",40
"233G","233G",9,9,"AG",25
"233G","233G",9,9,"Forb",41
"233G","233G",13,13,"PG",46
"233G","233G",13,13,"AG",16
"233G","233G",13,13,"Forb",25
"233G","233G",17,17,"PG",49
"233G","233G",17,17,"AG",27
"233G","233G",17,17,"Forb",40
"233G","233G",21,21,"PG",20
"233G","233G",21,21,"AG",19.5
"233G","233G",21,21,"Forb",26.5
"233G","233G",25,25,"PG",53
"233G","233G",25,25,"AG",19
"233G","233G",25,25,"Forb",30
"233G","233G",29,29,"PG",55.5
"233G","233G",29,29,"AG",14
"233G","233G",29,29,"Forb",30
"234A","234A",1,1,"PG",32
"234A","234A",1,1,"AG",0
"234A","234A",1,1,"Forb",0
"234A","234A",5,5,"PG",28
"234A","234A",5,5,"AG",0
"234A","234A",5,5,"Forb",0
"234A","234A",9,9,"PG",26
"234A","234A",9,9,"AG",0
"234A","234A",9,9,"Forb",0
"234A","234A",13,13,"PG",28
"234A","234A",13,13,"AG",0
"234A","234A",13,13,"Forb",0
"234A","234A",17,17,"PG",32
"234A","234A",17,17,"AG",0
"234A","234A",17,17,"Forb",0
"234A","234A",21,21,"PG",27
"234A","234A",21,21,"AG",0
"234A","234A",21,21,"Forb",0
"234A","234A",25,25,"PG",36
"234A","234A",25,25,"AG",0
"234A","234A",25,25,"Forb",0
"234A","234A",29,29,"PG",32
"234A","234A",29,29,"AG",0
"234A","234A",29,29,"Forb",0
"234G","234G",1,1,"PG",37
"234G","234G",1,1,"AG",16
"234G","234G",1,1,"Forb",0
"234G","234G",5,5,"PG",31
"234G","234G",5,5,"AG",22
"234G","234G",5,5,"Forb",0
"234G","234G",9,9,"PG",44
"234G","234G",9,9,"AG",27
"234G","234G",9,9,"Forb",7
"234G","234G",13,13,"PG",39
"234G","234G",13,13,"AG",27
"234G","234G",13,13,"Forb",0
"234G","234G",17,17,"PG",27
"234G","234G",17,17,"AG",31.5
"234G","234G",17,17,"Forb",0
"234G","234G",21,21,"PG",29
"234G","234G",21,21,"AG",23
"234G","234G",21,21,"Forb",0
"234G","234G",25,25,"PG",37.5
"234G","234G",25,25,"AG",27
"234G","234G",25,25,"Forb",6.5
"234G","234G",29,29,"PG",42
"234G","234G",29,29,"AG",20
"234G","234G",29,29,"Forb",0
"235A","235A",1,1,"PG",33
"235A","235A",1,1,"AG",26
"235A","235A",1,1,"Forb",8
"235A","235A",5,5,"PG",41.5
"235A","235A",5,5,"AG",21
"235A","235A",5,5,"Forb",0
"235A","235A",9,9,"PG",36
"235A","235A",9,9,"AG",38
"235A","235A",9,9,"Forb",0
"235A","235A",13,13,"PG",28
"235A","235A",13,13,"AG",41
"235A","235A",13,13,"Forb",0
"235A","235A",17,17,"PG",47
"235A","235A",17,17,"AG",18
"235A","235A",17,17,"Forb",0
"235A","235A",21,21,"PG",31
"235A","235A",21,21,"AG",16
"235A","235A",21,21,"Forb",0
"235A","235A",25,25,"PG",31
"235A","235A",25,25,"AG",22
"235A","235A",25,25,"Forb",0
"235A","235A",29,29,"PG",36
"235A","235A",29,29,"AG",28
"235A","235A",29,29,"Forb",0
"235G","235G",1,1,"PG",33.5
"235G","235G",1,1,"AG",31
"235G","235G",1,1,"Forb",34.5
"235G","235G",5,5,"PG",33
"235G","235G",5,5,"AG",25
"235G","235G",5,5,"Forb",6
"235G","235G",9,9,"PG",24
"235G","235G",9,9,"AG",27
"235G","235G",9,9,"Forb",36
"235G","235G",13,13,"PG",31
"235G","235G",13,13,"AG",24
"235G","235G",13,13,"Forb",22
"235G","235G",17,17,"PG",30
"235G","235G",17,17,"AG",8
"235G","235G",17,17,"Forb",35
"235G","235G",21,21,"PG",28
"235G","235G",21,21,"AG",0
"235G","235G",21,21,"Forb",9.5
"235G","235G",25,25,"PG",42
"235G","235G",25,25,"AG",28
"235G","235G",25,25,"Forb",0
"235G","235G",29,29,"PG",36
"235G","235G",29,29,"AG",22
"235G","235G",29,29,"Forb",0
"236A","236A",1,1,"PG",47.5
"236A","236A",1,1,"AG",0
"236A","236A",1,1,"Forb",24
"236A","236A",5,5,"PG",33
"236A","236A",5,5,"AG",0
"236A","236A",5,5,"Forb",0
"236A","236A",9,9,"PG",31
"236A","236A",9,9,"AG",0
"236A","236A",9,9,"Forb",9
"236A","236A",13,13,"PG",38
"236A","236A",13,13,"AG",0
"236A","236A",13,13,"Forb",3.5
"236A","236A",17,17,"PG",38
"236A","236A",17,17,"AG",0
"236A","236A",17,17,"Forb",0
"236A","236A",21,21,"PG",32
"236A","236A",21,21,"AG",0
"236A","236A",21,21,"Forb",7
"236A","236A",25,25,"PG",33.5
"236A","236A",25,25,"AG",0
"236A","236A",25,25,"Forb",21
"236A","236A",29,29,"PG",27
"236A","236A",29,29,"AG",0
"236A","236A",29,29,"Forb",0
"236G","236G",1,1,"PG",30.5
"236G","236G",1,1,"AG",0
"236G","236G",1,1,"Forb",6
"236G","236G",5,5,"PG",37
"236G","236G",5,5,"AG",0
"236G","236G",5,5,"Forb",34
"236G","236G",9,9,"PG",41
"236G","236G",9,9,"AG",18
"236G","236G",9,9,"Forb",32
"236G","236G",13,13,"PG",33
"236G","236G",13,13,"AG",9
"236G","236G",13,13,"Forb",16
"236G","236G",17,17,"PG",24
"236G","236G",17,17,"AG",12
"236G","236G",17,17,"Forb",6
"236G","236G",21,21,"PG",23
"236G","236G",21,21,"AG",14
"236G","236G",21,21,"Forb",26.5
"236G","236G",25,25,"PG",37
"236G","236G",25,25,"AG",19
"236G","236G",25,25,"Forb",15
"236G","236G",29,29,"PG",40.5
"236G","236G",29,29,"AG",13
"236G","236G",29,29,"Forb",0
"237A","237A",1,1,"PG",28.5
"237A","237A",1,1,"AG",12.5
"237A","237A",1,1,"Forb",0
"237A","237A",5,5,"PG",33
"237A","237A",5,5,"AG",19
"237A","237A",5,5,"Forb",0
"237A","237A",9,9,"PG",39
"237A","237A",9,9,"AG",0
"237A","237A",9,9,"Forb",0
"237A","237A",13,13,"PG",32.5
"237A","237A",13,13,"AG",0
"237A","237A",13,13,"Forb",0
"237A","237A",17,17,"PG",32
"237A","237A",17,17,"AG",0
"237A","237A",17,17,"Forb",0
"237A","237A",21,21,"PG",34
"237A","237A",21,21,"AG",0
"237A","237A",21,21,"Forb",0
"237A","237A",25,25,"PG",38.5
"237A","237A",25,25,"AG",0
"237A","237A",25,25,"Forb",0
"237A","237A",29,29,"PG",41.5
"237A","237A",29,29,"AG",0
"237A","237A",29,29,"Forb",0
"237G","237G",1,1,"PG",57.5
"237G","237G",1,1,"AG",0
"237G","237G",1,1,"Forb",0
"237G","237G",5,5,"PG",39
"237G","237G",5,5,"AG",0
"237G","237G",5,5,"Forb",0
"237G","237G",9,9,"PG",34
"237G","237G",9,9,"AG",0
"237G","237G",9,9,"Forb",0
"237G","237G",13,13,"PG",34
"237G","237G",13,13,"AG",17.5
"237G","237G",13,13,"Forb",0
"237G","237G",17,17,"PG",33
"237G","237G",17,17,"AG",0
"237G","237G",17,17,"Forb",0
"237G","237G",21,21,"PG",35
"237G","237G",21,21,"AG",16
"237G","237G",21,21,"Forb",0
"237G","237G",25,25,"PG",26
"237G","237G",25,25,"AG",19
"237G","237G",25,25,"Forb",0
"237G","237G",29,29,"PG",33
"237G","237G",29,29,"AG",21
"237G","237G",29,29,"Forb",8
"238A","238A",1,1,"PG",48.5
"238A","238A",1,1,"AG",20
"238A","238A",1,1,"Forb",0
"238A","238A",5,5,"PG",30
"238A","238A",5,5,"AG",39
"238A","238A",5,5,"Forb",0
"238A","238A",9,9,"PG",62
"238A","238A",9,9,"AG",0
"238A","238A",9,9,"Forb",40
"238A","238A",13,13,"PG",54
"238A","238A",13,13,"AG",0
"238A","238A",13,13,"Forb",0
"238A","238A",17,17,"PG",60
"238A","238A",17,17,"AG",27
"238A","238A",17,17,"Forb",0
"238A","238A",21,21,"PG",65
"238A","238A",21,21,"AG",20
"238A","238A",21,21,"Forb",7.5
"238A","238A",25,25,"PG",108
"238A","238A",25,25,"AG",24
"238A","238A",25,25,"Forb",0
"238A","238A",29,29,"PG",65
"238A","238A",29,29,"AG",32.5
"238A","238A",29,29,"Forb",0
"238G","238G",1,1,"PG",0
"238G","238G",1,1,"AG",0
"238G","238G",1,1,"Forb",11
"238G","238G",5,5,"PG",9
"238G","238G",5,5,"AG",0
"238G","238G",5,5,"Forb",14
"238G","238G",9,9,"PG",0
"238G","238G",9,9,"AG",0
"238G","238G",9,9,"Forb",12
"238G","238G",13,13,"PG",22
"238G","238G",13,13,"AG",6
"238G","238G",13,13,"Forb",21
"238G","238G",17,17,"PG",6
"238G","238G",17,17,"AG",0
"238G","238G",17,17,"Forb",13
"238G","238G",21,21,"PG",26
"238G","238G",21,21,"AG",0
"238G","238G",21,21,"Forb",19
"238G","238G",25,25,"PG",0
"238G","238G",25,25,"AG",0
"238G","238G",25,25,"Forb",18
"238G","238G",29,29,"PG",0
"238G","238G",29,29,"AG",0
"238G","238G",29,29,"Forb",12.5
"239A","239A",1,1,"PG",53.5
"239A","239A",1,1,"AG",45
"239A","239A",1,1,"Forb",16
"239A","239A",5,5,"PG",47.5
"239A","239A",5,5,"AG",33
"239A","239A",5,5,"Forb",59
"239A","239A",9,9,"PG",42
"239A","239A",9,9,"AG",31
"239A","239A",9,9,"Forb",4
"239A","239A",13,13,"PG",40
"239A","239A",13,13,"AG",32.5
"239A","239A",13,13,"Forb",0
"239A","239A",17,17,"PG",22
"239A","239A",17,17,"AG",39
"239A","239A",17,17,"Forb",0
"239A","239A",21,21,"PG",53
"239A","239A",21,21,"AG",31.5
"239A","239A",21,21,"Forb",0
"239A","239A",25,25,"PG",0
"239A","239A",25,25,"AG",31
"239A","239A",25,25,"Forb",0
"239A","239A",29,29,"PG",44
"239A","239A",29,29,"AG",34.5
"239A","239A",29,29,"Forb",30
"239G","239G",1,1,"PG",18
"239G","239G",1,1,"AG",0
"239G","239G",1,1,"Forb",23
"239G","239G",5,5,"PG",31
"239G","239G",5,5,"AG",0
"239G","239G",5,5,"Forb",7
"239G","239G",9,9,"PG",15
"239G","239G",9,9,"AG",0
"239G","239G",9,9,"Forb",7
"239G","239G",13,13,"PG",31
"239G","239G",13,13,"AG",0
"239G","239G",13,13,"Forb",14.5
"239G","239G",17,17,"PG",40.5
"239G","239G",17,17,"AG",0
"239G","239G",17,17,"Forb",3
"239G","239G",21,21,"PG",33.5
"239G","239G",21,21,"AG",0
"239G","239G",21,21,"Forb",4
"239G","239G",25,25,"PG",13
"239G","239G",25,25,"AG",0
"239G","239G",25,25,"Forb",10
"239G","239G",29,29,"PG",6
"239G","239G",29,29,"AG",0
"239G","239G",29,29,"Forb",13
"240A","240A",1,1,"PG",73
"240A","240A",1,1,"AG",0
"240A","240A",1,1,"Forb",35
"240A","240A",5,5,"PG",76
"240A","240A",5,5,"AG",27
"240A","240A",5,5,"Forb",31
"240A","240A",9,9,"PG",72
"240A","240A",9,9,"AG",16
"240A","240A",9,9,"Forb",7
"240A","240A",13,13,"PG",67.5
"240A","240A",13,13,"AG",41
"240A","240A",13,13,"Forb",31
"240A","240A",17,17,"PG",68
"240A","240A",17,17,"AG",38
"240A","240A",17,17,"Forb",50
"240A","240A",21,21,"PG",74.5
"240A","240A",21,21,"AG",31
"240A","240A",21,21,"Forb",35
"240A","240A",25,25,"PG",72
"240A","240A",25,25,"AG",19
"240A","240A",25,25,"Forb",32
"240A","240A",29,29,"PG",66
"240A","240A",29,29,"AG",0
"240A","240A",29,29,"Forb",11
"240G","240G",1,1,"PG",0
"240G","240G",1,1,"AG",0
"240G","240G",1,1,"Forb",73
"240G","240G",5,5,"PG",0
"240G","240G",5,5,"AG",0
"240G","240G",5,5,"Forb",58
"240G","240G",9,9,"PG",53
"240G","240G",9,9,"AG",36
"240G","240G",9,9,"Forb",87
"240G","240G",13,13,"PG",44
"240G","240G",13,13,"AG",0
"240G","240G",13,13,"Forb",70
"240G","240G",17,17,"PG",71.5
"240G","240G",17,17,"AG",27
"240G","240G",17,17,"Forb",65
"240G","240G",21,21,"PG",81.5
"240G","240G",21,21,"AG",26
"240G","240G",21,21,"Forb",56
"240G","240G",25,25,"PG",69
"240G","240G",25,25,"AG",22.5
"240G","240G",25,25,"Forb",75.5
"240G","240G",29,29,"PG",51
"240G","240G",29,29,"AG",0
"240G","240G",29,29,"Forb",89
"241A","241A",1,1,"PG",78.5
"241A","241A",1,1,"AG",52.5
"241A","241A",1,1,"Forb",58
"241A","241A",5,5,"PG",72
"241A","241A",5,5,"AG",44
"241A","241A",5,5,"Forb",67
"241A","241A",9,9,"PG",47
"241A","241A",9,9,"AG",34
"241A","241A",9,9,"Forb",32
"241A","241A",13,13,"PG",50
"241A","241A",13,13,"AG",29.5
"241A","241A",13,13,"Forb",45
"241A","241A",17,17,"PG",44
"241A","241A",17,17,"AG",36
"241A","241A",17,17,"Forb",36
"241A","241A",21,21,"PG",74
"241A","241A",21,21,"AG",53
"241A","241A",21,21,"Forb",57
"241A","241A",25,25,"PG",48
"241A","241A",25,25,"AG",58
"241A","241A",25,25,"Forb",71
"241A","241A",29,29,"PG",65
"241A","241A",29,29,"AG",39.5
"241A","241A",29,29,"Forb",42
"241G","241G",1,1,"PG",20
"241G","241G",1,1,"AG",32
"241G","241G",1,1,"Forb",64
"241G","241G",5,5,"PG",55
"241G","241G",5,5,"AG",28.5
"241G","241G",5,5,"Forb",50
"241G","241G",9,9,"PG",63
"241G","241G",9,9,"AG",32
"241G","241G",9,9,"Forb",46
"241G","241G",13,13,"PG",50.5
"241G","241G",13,13,"AG",32
"241G","241G",13,13,"Forb",47
"241G","241G",17,17,"PG",62
"241G","241G",17,17,"AG",27
"241G","241G",17,17,"Forb",47
"241G","241G",21,21,"PG",32
"241G","241G",21,21,"AG",20
"241G","241G",21,21,"Forb",64
"241G","241G",25,25,"PG",25
"241G","241G",25,25,"AG",26.5
"241G","241G",25,25,"Forb",55
"241G","241G",29,29,"PG",65
"241G","241G",29,29,"AG",25
"241G","241G",29,29,"Forb",52
"242A","242A",1,1,"PG",65
"242A","242A",1,1,"AG",37.5
"242A","242A",1,1,"Forb",46
"242A","242A",5,5,"PG",39.5
"242A","242A",5,5,"AG",35.5
"242A","242A",5,5,"Forb",12
"242A","242A",9,9,"PG",72
"242A","242A",9,9,"AG",27
"242A","242A",9,9,"Forb",42
"242A","242A",13,13,"PG",64
"242A","242A",13,13,"AG",36
"242A","242A",13,13,"Forb",33
"242A","242A",17,17,"PG",57
"242A","242A",17,17,"AG",46
"242A","242A",17,17,"Forb",31
"242A","242A",21,21,"PG",37
"242A","242A",21,21,"AG",32
"242A","242A",21,21,"Forb",72
"242A","242A",25,25,"PG",62
"242A","242A",25,25,"AG",17
"242A","242A",25,25,"Forb",61
"242A","242A",29,29,"PG",37
"242A","242A",29,29,"AG",25
"242A","242A",29,29,"Forb",29
"242G","242G",1,1,"PG",29
"242G","242G",1,1,"AG",0
"242G","242G",1,1,"Forb",52
"242G","242G",5,5,"PG",31
"242G","242G",5,5,"AG",6
"242G","242G",5,5,"Forb",46
"242G","242G",9,9,"PG",42.5
"242G","242G",9,9,"AG",0
"242G","242G",9,9,"Forb",41
"242G","242G",13,13,"PG",50.5
"242G","242G",13,13,"AG",11.5
"242G","242G",13,13,"Forb",47
"242G","242G",17,17,"PG",31
"242G","242G",17,17,"AG",16
"242G","242G",17,17,"Forb",79.5
"242G","242G",21,21,"PG",46.5
"242G","242G",21,21,"AG",0
"242G","242G",21,21,"Forb",54
"242G","242G",25,25,"PG",78
"242G","242G",25,25,"AG",0
"242G","242G",25,25,"Forb",55
"242G","242G",29,29,"PG",67
"242G","242G",29,29,"AG",7
"242G","242G",29,29,"Forb",86
"243A","243A",1,1,"PG",90
"243A","243A",1,1,"AG",29.5
"243A","243A",1,1,"Forb",0
"243A","243A",5,5,"PG",50
"243A","243A",5,5,"AG",39
"243A","243A",5,5,"Forb",41
"243A","243A",9,9,"PG",60.5
"243A","243A",9,9,"AG",40
"243A","243A",9,9,"Forb",55
"243A","243A",13,13,"PG",26
"243A","243A",13,13,"AG",43
"243A","243A",13,13,"Forb",23
"243A","243A",17,17,"PG",0
"243A","243A",17,17,"AG",39
"243A","243A",17,17,"Forb",52.5
"243A","243A",21,21,"PG",0
"243A","243A",21,21,"AG",35
"243A","243A",21,21,"Forb",37
"243A","243A",25,25,"PG",53
"243A","243A",25,25,"AG",40
"243A","243A",25,25,"Forb",13
"243A","243A",29,29,"PG",29
"243A","243A",29,29,"AG",32
"243A","243A",29,29,"Forb",48
"243G","243G",1,1,"PG",46
"243G","243G",1,1,"AG",0
"243G","243G",1,1,"Forb",7
"243G","243G",5,5,"PG",59
"243G","243G",5,5,"AG",0
"243G","243G",5,5,"Forb",7
"243G","243G",9,9,"PG",46
"243G","243G",9,9,"AG",0
"243G","243G",9,9,"Forb",8
"243G","243G",13,13,"PG",65
"243G","243G",13,13,"AG",0
"243G","243G",13,13,"Forb",27
"243G","243G",17,17,"PG",59
"243G","243G",17,17,"AG",0
"243G","243G",17,17,"Forb",15
"243G","243G",21,21,"PG",53
"243G","243G",21,21,"AG",0
"243G","243G",21,21,"Forb",7
"243G","243G",25,25,"PG",63
"243G","243G",25,25,"AG",18
"243G","243G",25,25,"Forb",10
"243G","243G",29,29,"PG",19
"243G","243G",29,29,"AG",0
"243G","243G",29,29,"Forb",0
"244A","244A",1,1,"PG",63
"244A","244A",1,1,"AG",18
"244A","244A",1,1,"Forb",59.5
"244A","244A",5,5,"PG",62
"244A","244A",5,5,"AG",0
"244A","244A",5,5,"Forb",0
"244A","244A",9,9,"PG",52
"244A","244A",9,9,"AG",7
"244A","244A",9,9,"Forb",0
"244A","244A",13,13,"PG",51
"244A","244A",13,13,"AG",5
"244A","244A",13,13,"Forb",8
"244A","244A",17,17,"PG",68
"244A","244A",17,17,"AG",16
"244A","244A",17,17,"Forb",0
"244A","244A",21,21,"PG",71
"244A","244A",21,21,"AG",28
"244A","244A",21,21,"Forb",2
"244A","244A",25,25,"PG",35
"244A","244A",25,25,"AG",23
"244A","244A",25,25,"Forb",15
"244A","244A",29,29,"PG",65
"244A","244A",29,29,"AG",24
"244A","244A",29,29,"Forb",0
"244G","244G",1,1,"PG",14
"244G","244G",1,1,"AG",0
"244G","244G",1,1,"Forb",26
"244G","244G",5,5,"PG",44
"244G","244G",5,5,"AG",0
"244G","244G",5,5,"Forb",27
"244G","244G",9,9,"PG",39
"244G","244G",9,9,"AG",19
"244G","244G",9,9,"Forb",12
"244G","244G",13,13,"PG",42
"244G","244G",13,13,"AG",12
"244G","244G",13,13,"Forb",23
"244G","244G",17,17,"PG",21
"244G","244G",17,17,"AG",0
"244G","244G",17,17,"Forb",30
"244G","244G",21,21,"PG",49
"244G","244G",21,21,"AG",24
"244G","244G",21,21,"Forb",22
"244G","244G",25,25,"PG",48
"244G","244G",25,25,"AG",17
"244G","244G",25,25,"Forb",24
"244G","244G",29,29,"PG",44
"244G","244G",29,29,"AG",20
"244G","244G",29,29,"Forb",28
"245A","245A",1,1,"PG",22
"245A","245A",1,1,"AG",33
"245A","245A",1,1,"Forb",56
"245A","245A",5,5,"PG",32
"245A","245A",5,5,"AG",38
"245A","245A",5,5,"Forb",30
"245A","245A",9,9,"PG",32
"245A","245A",9,9,"AG",28
"245A","245A",9,9,"Forb",45.5
"245A","245A",13,13,"PG",30
"245A","245A",13,13,"AG",27
"245A","245A",13,13,"Forb",37
"245A","245A",17,17,"PG",25
"245A","245A",17,17,"AG",24
"245A","245A",17,17,"Forb",17
"245A","245A",21,21,"PG",31
"245A","245A",21,21,"AG",37
"245A","245A",21,21,"Forb",28
"245A","245A",25,25,"PG",23
"245A","245A",25,25,"AG",34
"245A","245A",25,25,"Forb",12
"245A","245A",29,29,"PG",69
"245A","245A",29,29,"AG",13
"245A","245A",29,29,"Forb",13
"245G","245G",1,1,"PG",35
"245G","245G",1,1,"AG",39
"245G","245G",1,1,"Forb",22
"245G","245G",5,5,"PG",62
"245G","245G",5,5,"AG",36
"245G","245G",5,5,"Forb",59
"245G","245G",9,9,"PG",32
"245G","245G",9,9,"AG",32
"245G","245G",9,9,"Forb",18
"245G","245G",13,13,"PG",33
"245G","245G",13,13,"AG",38
"245G","245G",13,13,"Forb",34.5
"245G","245G",17,17,"PG",38
"245G","245G",17,17,"AG",32
"245G","245G",17,17,"Forb",37
"245G","245G",21,21,"PG",56
"245G","245G",21,21,"AG",33
"245G","245G",21,21,"Forb",18
"245G","245G",25,25,"PG",0
"245G","245G",25,25,"AG",29.5
"245G","245G",25,25,"Forb",32
"245G","245G",29,29,"PG",48
"245G","245G",29,29,"AG",33
"245G","245G",29,29,"Forb",35
